book	chapter	verse	anchor	references
Exod	34	11	I drive	Exod 3:8,17|Exod 33:2|Gen 15:18-21|Deut 7:1,19|Deut 9:4-5
Exod	34	12	Take heed	Exod 23:32-33|Deut 7:2|Judg 2:2
Exod	34	12	lest	Deut 7:16|Josh 23:12-13|Judg 2:3|Judg 8:27|Ps 106:36
Exod	34	13	ye shall	Exod 23:24|Deut 7:5,25-26|Deut 12:2-3|Judg 2:2|Judg 6:25|2 Kgs 18:4|2 Kgs 23:14|2 Chr 31:1|2 Chr 34:3-4
Exod	34	14	worship	Exod 20:3-5|Deut 5:7|Matt 4:10
Exod	34	14	whose	Exod 34:5-7|Exod 33:19|Isa 9:6|Isa 57:15
Exod	34	14	jealous God	Exod 20:5|Deut 5:24|Deut 6:15|Deut 29:20|Deut 32:16,21|Josh 24:19|Nah 1:2|1 Cor 10:22
Exod	34	15	make	Exod 34:10,12|Exod 23:32|Deut 7:2
Exod	34	15	whoring	Lev 17:7|Lev 20:5-6|Num 15:39|Deut 31:16|Judg 2:17|Ps 73:27|Jer 3:9|Ezra 6:9|Hos 4:12|Hos 9:1|Rev 17:1-5
Exod	34	15	call thee	Num 25:2|1 Cor 10:27
Exod	34	15	eat	Ps 106:28|1 Cor 8:4,7,10|1 Cor 10:20-21|Rev 2:20
Exod	34	16	And thou take of their daughters unto thy sons, and their daughters go a whoring after their gods, and make thy sons go a whoring after their gods.	Num 25:1-2|Deut 7:3-4|1 Kgs 11:2-4|Ezra 9:2|Neh 13:23,25|2 Cor 6:14-17
Exod	34	17	Thou shalt make thee no molten gods.	Exod 32:8|Lev 19:4|Isa 46:6-7|Jer 10:14|Acts 17:29|Acts 19:26
Exod	34	18	The feast of unleavened bread shalt thou keep. Seven days thou shalt eat unleavened bread, as I commanded thee, in the time of the month Abib: for in the month Abib thou camest out from Egypt.	Exod 12:15-20|Exod 13:4,6-7|Exod 23:15|Lev 23:6|Deut 16:1-4|Mark 14:1|Luke 22:1|Acts 12:3
Exod	34	19	openeth	Exod 13:2,12|Exod 22:29|Num 18:15-17|Ezek 44:30|Luke 2:23
Exod	34	20	firstling	Exod 13:10|Num 18:15
Exod	34	20	All the	Exod 13:15|Num 3:45-51
Exod	34	20	none	Exod 23:15|Deut 16:16|1 Sam 9:7-8|2 Sam 24:24
Exod	34	21	Six	Exod 20:9-11|Exod 23:12|Exod 35:2|Deut 5:12-15|Luke 13:14|Luke 23:56
Exod	34	21	earing	Gen 45:6|Deut 21:4|1 Sam 8:12|Isa 30:24
Exod	34	22	feast of weeks	Exod 23:16|Num 28:16-31|Num 29:12-39|Deut 16:10-15|John 7:2|Acts 2:1
Exod	34	23	Thrice	Exod 23:14,17|Deut 16:16|Ps 84:7
Exod	34	23	the God	Gen 32:28|Gen 33:20
Exod	34	24	I will	Exod 34:11|Exod 23:27-30|Exod 33:2|Lev 18:24|Deut 7:1|Ps 78:55|Ps 80:8
Exod	34	24	enlarge	Exod 23:31|Deut 12:20|Deut 19:8|1 Chr 4:10
Exod	34	24	desire	Gen 35:5|2 Chr 17:10|Job 1:10|Prov 16:7|Acts 18:10
Exod	34	25	leaven	Exod 12:20|Exod 23:18|Deut 16:3|1 Cor 5:7-8
Exod	34	25	be left	Exod 12:10|Exod 23:18|Exod 29:34|Lev 7:15|Num 9:12
Exod	34	26	first	Exod 23:19|Deut 26:2,10|Prov 3:9-10|Matt 6:33|1 Cor 15:20|Jas 1:18
Exod	34	26	seethe	Exod 23:19|Deut 14:21
Exod	34	27	Write	Exod 17:14|Exod 24:4,7|Deut 31:9
Exod	34	27	I have	Exod 34:10|Deut 4:13|Deut 31:9
Exod	34	28	forty days	Exod 24:18|Deut 9:9,18,25
Exod	34	28	he wrote	Exod 34:1|Exod 31:18|Exod 32:16|Deut 4:13|Deut 10:2-4|2 Cor 3:7
Exod	34	29	two tables	Exod 32:15
Exod	34	29	wist	Exod 16:15|Josh 2:4|Josh 8:14|Judg 16:20|Mark 9:6|Mark 14:40|Luke 2:49|John 5:13|Acts 12:9|Acts 23:5
Exod	34	29	the skin	Matt 17:2|Luke 9:29|Acts 6:15|2 Cor 3:7-9,13|Rev 1:16|Rev 10:1
Exod	34	30	afraid	Num 12:8|Mark 9:3,15|Luke 5:8
Exod	34	31	called	Exod 3:15|Exod 24:1-3
Exod	34	31	and Moses talked	Gen 45:3,15
Exod	34	32	he gave	Exod 21:1|Num 15:40|1 Kgs 22:14|Matt 28:20|1 Cor 11:23|1 Cor 15:3
Exod	34	33	a vail	Rom 10:4|2 Cor 3:13-18|2 Cor 4:4-6
Exod	34	34	he took	2 Cor 3:16|Heb 4:16|Heb 10:19-22
Exod	34	35	And the children of Israel saw the face of Moses, that the skin of Moses' face shone: and Moses put the vail upon his face again, until he went in to speak with him.	Exod 34:29-30|Eccl 8:1|Dan 12:3|Matt 5:16|Matt 13:43|John 5:35|Phil 2:15
Exod	35	1	These	Exod 25:1-40|Exod 31:1-11|Exod 34:32
Exod	35	1	do them	Matt 7:21-27|Rom 2:13|Jas 1:22
Exod	35	2	Six days	Exod 20:9-10|Exod 23:12|Exod 31:13-16|Exod 34:21|Lev 23:3|Deut 5:12-15|Luke 13:14
Exod	35	2	whosoever	Num 15:32-36|Deut 5:12-14|Luke 13:14-15|John 5:16|Heb 2:2-3|Heb 10:28-29
Exod	35	3	Ye shall kindle no fire throughout your habitations upon the sabbath day.	Exod 12:16|Exod 16:23|Num 15:32-36|Isa 58:13
Exod	35	4	This is	Exod 25:1-2
Exod	35	5	whosoever	Exod 25:2-7|Judg 5:9|Ps 110:3|Mark 12:41-44|2 Cor 8:11-12|2 Cor 9:7
Exod	35	6	blue	Exod 26:1,31,36|Exod 28:5-6,15,33
Exod	35	6	goats' hair	Exod 26:7-14
Exod	35	8	And oil	Exod 27:20
Exod	35	8	spices	Exod 25:1-40|Exod 30:23,28
Exod	35	9	And onyx stones, and stones to be set for the ephod, and for the breastplate.	Exod 25:5|Exod 28:9,17-21|Exod 39:6-14
Exod	35	10	And every wise hearted among you shall come, and make all that the LORD hath commanded;	Exod 31:1-6|Exod 36:1-4
Exod	35	11	tabernacle	Exod 26:1-37|Exod 31:7-9|Exod 36:8-34
Exod	35	12	ark	Exod 25:10-22|Exod 37:1-9
Exod	35	12	the vail	Exod 26:7,31-33|Exod 36:35-36
Exod	35	13	The table, and his staves, and all his vessels, and the shewbread,	Exod 25:23-30|Exod 37:10-16|Lev 24:5-6
Exod	35	14	candlestick	Exod 25:31-39|Exod 37:17-24|Ps 148:3|Matt 5:14-15
Exod	35	15	the incense	Exod 30:1-10,22-38|Exod 37:25-28|Ps 141:2
Exod	35	15	the hanging	Exod 26:36-37|Exod 36:37-38
Exod	35	16	The altar	Exod 27:1-8|Exod 38:1-7
Exod	35	16	the laver	Exod 30:18-21|Exod 38:8
Exod	35	17	The hangings	Exod 27:9-19|Exod 38:9-20|2 Sam 7:2
Exod	35	18	the pins	Exod 27:19
Exod	35	19	The cloths	Exod 31:10|Exod 39:1,41|Num 4:5-15
Exod	35	19	the holy	Exod 28:1-43|Exod 39:1-31
Exod	35	21	And they came, every one whose heart stirred him up, and every one whom his spirit made willing, and they brought the LORD'S offering to the work of the tabernacle of the congregation, and for all his service, and for the holy garments.	Exod 35:5,22,26,29|Exod 25:2|Exod 36:2|Judg 5:3,9,12|2 Sam 7:27|1 Chr 28:2,9|1 Chr 29:3,5-6,9,14,17-18|Ezra 1:5-6|Ezra 7:27|Ps 110:3|Jer 30:21|Prov 4:23|Matt 12:34|2 Cor 8:12|2 Cor 9:7
Exod	35	22	bracelets	Exod 32:3|Num 31:50|Isa 3:19|Ezek 16:11
Exod	35	22	every man	1 Chr 29:6-7|2 Chr 24:9-14|Ezra 2:68-69|Neh 7:70-72|Isa 60:9,13|Matt 2:11|Mark 12:41-44
Exod	35	23	And every man, with whom was found blue, and purple, and scarlet, and fine linen, and goats' hair, and red skins of rams, and badgers' skins, brought them.	Exod 35:6-10|Exod 25:2-7|1 Chr 29:8
Exod	35	24	whom	2 Cor 8:12
Exod	35	25	And all the women that were wise hearted did spin with their hands, and brought that which they had spun, both of blue, and of purple, and of scarlet, and of fine linen.	Exod 28:3|Exod 31:6|Exod 36:1|2 Kgs 23:7|Prov 14:1|Prov 31:19-24|Luke 8:2-3|Acts 9:39|Rom 16:1-4,6,12|Gal 3:28|Phil 4:3
Exod	35	26	And all the women whose heart stirred them up in wisdom spun goats' hair.	Exod 35:21,29|Exod 36:8
Exod	35	27	And the rulers brought onyx stones, and stones to be set, for the ephod, and for the breastplate;	Exod 35:9|1 Chr 29:6|Ezra 2:68
Exod	35	28	And spice, and oil for the light, and for the anointing oil, and for the sweet incense.	Exod 35:8|Exod 30:23-38
Exod	35	29	whose heart	Exod 35:21-22|1 Chr 29:3,6,9-10,14,17|Judg 5:2,9|1 Cor 9:17|2 Cor 9:7
Exod	35	29	the Lord	Exod 35:4|Deut 4:2|Deut 11:32|Deut 12:32|Isa 8:20|Matt 28:20|1 Cor 3:5|Gal 6:16|2 Pet 1:19|2 Tim 3:15-17
Exod	35	30	See	Exod 31:2-6|1 Kgs 7:13-14|Isa 28:26|1 Cor 3:10|1 Cor 12:4,11|Jas 1:17
Exod	35	31	And he	Isa 11:2-5|Isa 28:26|Isa 61:1-3|1 Cor 12:4-10|Col 2:3|Jas 1:17
Exod	35	34	he hath	Ezra 7:10,27|Neh 2:12|Jas 1:16-17
Exod	35	34	Aholiab	Exod 31:6|2 Chr 2:14|Isa 28:24-29|1 Cor 1:5-7|1 Cor 12:7
Exod	35	35	he filled	Exod 35:31|Exod 31:3,6|1 Kgs 3:12|1 Kgs 7:14|2 Chr 2:14|Isa 28:26
Exod	35	35	the cunning	Exod 26:1|Acts 19:6,8|1 Cor 1:5,7|1 Cor 12:4,8,12|Gal 3:2,5|1 Tim 3:15|1 Tim 4:16|2 Tim 2:15
Exod	35	35	of the weaver	Job 7:6|Isa 38:12
Exod	36	1	Bezaleel	Exod 31:1-6|Exod 35:30-35
Exod	36	1	wise-hearted man	Exod 28:3|Exod 31:6
Exod	36	1	for the service	Exod 36:3-4|Exod 25:8|Num 7:9|Heb 8:2
Exod	36	1	according	Exod 23:21-22|Exod 39:1-43|Exod 40:1-38|Ps 119:6|Matt 28:20|Luke 1:6
Exod	36	2	in whose	Exod 28:3|Exod 31:6|Exod 35:10,21-35|Acts 6:3-4|Acts 14:23|Col 4:17|Heb 5:4
Exod	36	2	one whose	Exod 35:2,21,25-26|1 Chr 29:5
Exod	36	3	the offering	Exod 35:5-21,27,29
Exod	36	3	every morning	Ps 5:3|Ps 101:8|Prov 8:15|Isa 50:4|Jer 21:12
Exod	36	4	And all the wise men, that wrought all the work of the sanctuary, came every man from his work which they made;	2 Chr 24:13|Matt 24:45|Luke 12:42|1 Cor 3:10
Exod	36	5	And they spake unto Moses, saying, The people bring much more than enough for the service of the work, which the LORD commanded to make.	Exod 32:3|2 Chr 24:14|2 Chr 31:6-10|2 Cor 8:2-3|Phil 2:21|Phil 4:17-18
Exod	36	7	and too much	2 Chr 31:10
Exod	36	8	wise	Exod 31:6|Exod 35:10
Exod	36	8	made	Exod 26:1-37|1 Chr 15:1
Exod	36	8	cherubims	Exod 25:18,22|1 Kgs 6:23|2 Chr 3:10|Ezek 1:5-28|Ezek 10:1-19
Exod	36	10	And he coupled the five curtains one unto another: and the other five curtains he coupled one unto another.	Exod 26:3|Ps 122:3|Ps 133:1|Zeph 3:9|Acts 2:1|1 Cor 1:10|1 Cor 12:20,27|Eph 1:23|Eph 2:21-22|Eph 4:2-6|Phil 2:2|Phil 3:15
Exod	36	11	And he made loops of blue on the edge of one curtain from the selvedge in the coupling: likewise he made in the uttermost side of another curtain, in the coupling of the second.	Exod 26:4
Exod	36	12	Fifty loops made he in one curtain, and fifty loops made he in the edge of the curtain which was in the coupling of the second: the loops held one curtain to another.	Exod 26:5,10
Exod	36	13	so it became	1 Cor 12:20|Eph 2:20-22|1 Pet 2:4-5
Exod	36	14	And he made curtains of goats' hair for the tent over the tabernacle: eleven curtains he made them.	Exod 26:7-13
Exod	36	19	covering	Exod 26:14
Exod	36	20	boards	Exod 26:15-25|Exod 40:18-19
Exod	36	20	shittim wood	Exod 25:5,10|Num 25:1|Deut 10:3
Exod	36	27	westward	Exod 26:22,27
Exod	36	29	coupled	Exod 26:24|Ps 122:3|Ps 133:1|Acts 2:46|Acts 4:32|1 Cor 1:10|1 Cor 12:13|2 Cor 1:10|Eph 2:15,19,21|Eph 3:18-19|Eph 4:2-6,15-16
Exod	36	30	under every board two sockets	Exod 26:25
Exod	36	31	And he made bars of shittim wood; five for the boards of the one side of the tabernacle,	Exod 25:28|Exod 26:26-29|Exod 30:5
Exod	36	32	the tabernacle	Exod 26:26
Exod	36	35	vail of blue	Exod 26:31-35|Exod 30:6|Exod 40:21|Matt 27:51|Heb 10:20
Exod	36	36	And he made thereunto four pillars of shittim wood, and overlaid them with gold: their hooks were of gold; and he cast for them four sockets of silver.	Jer 1:18
Exod	36	37	an hanging	Exod 26:36-37|Exod 40:28
Exod	36	37	of needlework	Exod 26:36
Exod	36	38	fillets with gold	Exod 27:10
Exod	37	1	And Bezaleel made the ark of shittim wood: two cubits and a half was the length of it, and a cubit and a half the breadth of it, and a cubit and a half the height of it:	Exod 25:10-16|Exod 26:33|Exod 31:7|Exod 40:3,20-21|Num 10:33-36
Exod	37	2	And he overlaid it with pure gold within and without, and made a crown of gold to it round about.	Exod 30:3
Exod	37	4	staves	Num 4:14-15|Acts 9:15
Exod	37	4	with gold	1 Pet 1:7,18-19
Exod	37	5	And he put the staves into the rings by the sides of the ark, to bear the ark.	Num 1:50|Num 4:15|2 Sam 6:3-7
Exod	37	6	And he made the mercy seat of pure gold: two cubits and a half was the length thereof, and one cubit and a half the breadth thereof.	Exod 25:17-22|Lev 16:12-15|1 Chr 28:11|Rom 3:25|Gal 4:4|Titus 2:14|Heb 9:5|1 John 2:2
Exod	37	7	And he made two cherubims of gold, beaten out of one piece made he them, on the two ends of the mercy seat;	1 Kgs 6:23-29|Ps 80:1|Ps 104:4|Ezek 10:2
Exod	37	9	cherubims spread	Gen 3:24|Gen 28:12|Isa 6:2|Ezek 10:1-22|John 1:51|2 Cor 3:18|Phil 3:8|1 Tim 3:16|Heb 1:14
Exod	37	9	to the mercy seatward	Exod 25:20|Eph 3:10|1 Pet 1:12
Exod	37	10	And he made the table of shittim wood: two cubits was the length thereof, and a cubit the breadth thereof, and a cubit and a half the height thereof:	Exod 25:23-30|Exod 35:13|Exod 40:4,22-23|Ezek 40:39-42|Mal 1:12|John 1:14,16|Col 1:27
Exod	37	16	dishes	Exod 25:29|1 Kgs 7:50|2 Kgs 12:13|Jer 52:18-19|2 Tim 2:20
Exod	37	17	the candlestick of	Exod 25:31-39|Exod 40:24-25|Lev 24:4|1 Chr 28:15|2 Chr 13:11|Zech 4:2,11|Matt 5:15|John 1:4-9|Phil 2:15|Heb 9:2|Rev 1:12-20|Rev 2:1-5
Exod	37	20	almonds	Exod 25:33|Num 17:8|Eccl 12:5|Jer 1:11
Exod	37	21	And a knop under two branches of the same, and a knop under two branches of the same, and a knop under two branches of the same, according to the six branches going out of it.	Exod 25:35
Exod	37	22	were	Exod 25:31|1 Cor 9:27|Col 3:5
Exod	37	22	beaten work	Ps 51:17|Isa 5:4-5,10
Exod	37	23	And he made his seven lamps, and his snuffers, and his snuffdishes, of pure gold.	Exod 25:37|Num 8:2|Zech 4:2|Rev 1:12,20|Rev 2:1|Rev 4:5|Rev 5:5
Exod	37	25	And he made the incense altar of shittim wood: the length of it was a cubit, and the breadth of it a cubit; it was foursquare; and two cubits was the height of it; the horns thereof were of the same.	Exod 30:1-5|Exod 40:5,26-27|2 Chr 26:16|Matt 23:19|Luke 1:9-10|Heb 7:25|Heb 13:10|1 Pet 2:5|Rev 8:3-4
Exod	37	29	he made	Exod 30:23-38|Ps 23:5|Ps 92:10|Isa 11:2|Isa 61:1,3|John 3:34|2 Cor 1:21-22|1 John 2:20,27
Exod	37	29	incense	Exod 30:34|Ps 14:1-2|Ps 141:2|Heb 5:7|Heb 7:25|Rev 8:3-4
Exod	37	29	the apothecary	Eccl 10:1
Exod	38	1	the altar	Exod 27:1-8|Exod 40:6,29|2 Chr 4:1|Ezek 43:13-17|Rom 8:3-4|Rom 12:1|Heb 3:1|Heb 9:14|Heb 13:10|1 Pet 2:5
Exod	38	1	foursquare; and three cubits the height thereof	Ezek 43:16|John 6:37|Heb 13:8|Rev 21:16
Exod	38	2	he made	Exod 27:2
Exod	38	2	brass	Job 6:12
Exod	38	3	he made	Exod 27:3
Exod	38	3	flesh-hooks	1 Sam 2:13
Exod	38	5	the grate	Exod 27:4
Exod	38	6	And he made the staves of shittim wood, and overlaid them with brass.	Exod 25:6|Deut 10:3
Exod	38	7	to bear it withal	Acts 9:15|1 Cor 1:24|1 Cor 2:2
Exod	38	8	the laver	Exod 30:18-21|Exod 40:7,30-32|1 Kgs 7:23-26,38|Ps 26:6|Zech 13:1|John 13:10|Titus 3:5-6|Heb 9:10|1 John 3:7|Rev 1:5
Exod	38	8	assembling	Prov 8:34|Matt 26:69|Luke 2:37|John 18:16|1 Tim 5:5
Exod	38	9	the court	Exod 27:9-19|Exod 40:8,33|1 Kgs 6:36|Ps 84:2,10|Ps 89:7|Ps 92:13|Ps 100:4
Exod	38	14	hangings	Exod 27:14
Exod	38	18	needlework	2 Chr 3:14
Exod	38	20	the pins	Exod 27:19|2 Chr 3:9|Ezra 9:8|Eccl 12:11|Isa 22:23|Isa 33:20|Eph 2:21-22|Col 2:19
Exod	38	21	tabernacle of testimony	Exod 25:16|Exod 26:33|Exod 40:3|Num 1:50,53|Num 9:15|Num 10:11|Num 17:7-8|Num 18:2|2 Chr 24:6|Acts 7:44|Rev 11:19|Num 24:5|Matt 17:4|Job 11:4|Job 22:23|Job 26:1|Heb 9:2-3|Heb 8:2|Heb 9:11|Ps 15:1|2 Cor 5:1|2 Pet 1:13|Rev 21:3
Exod	38	21	by the hand	Num 4:28-33|Ezra 8:26-30
Exod	38	21	Ithamar	Exod 6:23|1 Chr 6:3
Exod	38	22	Bezaleel	Exod 31:1-5|Exod 35:30-35|Exod 36:1-3
Exod	38	22	all that the Lord	Ps 119:6|Jer 1:7|Matt 28:20
Exod	38	23	Aholiab	Exod 35:34
Exod	38	23	a cunning	Exod 35:34
Exod	38	24	All the gold	1 Chr 22:14-16|1 Chr 29:2-7|Hag 2:8
Exod	38	24	offering	Exod 25:2|Exod 29:24|Exod 35:22
Exod	38	24	the shekel	Exod 30:13-14,24|Lev 5:15|Lev 27:3,25|Num 3:47|Num 18:16
Exod	38	26	bekah	Exod 30:13,15-16
Exod	38	26	every man	Num 1:46
Exod	38	26	six hundred	Exod 12:37|Num 1:46
Exod	38	27	and the sockets	Exod 26:19,21,25,32
Exod	38	28	and filleted them	Exod 27:17
Exod	38	30	the sockets	Exod 26:37|Exod 27:10,17
Exod	39	1	the blue	Exod 25:4|Exod 26:1|Exod 35:23
Exod	39	1	cloths	Exod 31:10|Exod 35:19
Exod	39	1	holy place	Ps 93:5|Ezek 43:12|Heb 9:12,25
Exod	39	1	the holy	Exod 28:2-4|Exod 31:10|Ezek 42:14
Exod	39	2	And he made the ephod of gold, blue, and purple, and scarlet, and fine twined linen.	Exod 25:7|Exod 28:6-12|Lev 8:7
Exod	39	3	cunning work	Exod 26:1|Exod 36:8
Exod	39	5	curious	Exod 28:8|Exod 29:5|Lev 8:7|Isa 11:5|Rev 1:13
Exod	39	5	as the Lord	Matt 28:20|1 Cor 11:23
Exod	39	6	onyx stones	Exod 25:7|Exod 28:9|Exod 35:9|Job 28:16|Ezek 28:13
Exod	39	7	a memorial	Exod 28:12,29|Josh 4:7|Neh 2:20|Mark 14:9,22-25
Exod	39	8	And he made the breastplate of cunning work, like the work of the ephod; of gold, blue, and purple, and scarlet, and fine twined linen.	Exod 25:7|Exod 28:4,13-29|Lev 8:8-9|Ps 89:28|Isa 59:17|Eph 6:14
Exod	39	10	the first row	Exod 28:16-17,21|Rev 21:19-21
Exod	39	11	a diamond	Exod 28:18|Ezek 28:13
Exod	39	14	And the stones were according to the names of the children of Israel, twelve, according to their names, like the engravings of a signet, every one with his name, according to the twelve tribes.	Rev 21:12
Exod	39	15	chains at the ends	Exod 28:14|2 Chr 3:5|Song 1:10|John 10:28|John 17:12|1 Pet 1:5|Jude 1:1
Exod	39	16	gold rings	Exod 25:12
Exod	39	18	two wreathen	Exod 28:14|Song 1:10
Exod	39	20	coupling	Exod 26:3
Exod	39	21	as the Lord	Matt 16:24|1 Cor 1:25,27
Exod	39	22	And he made the robe of the ephod of woven work, all of blue.	Exod 28:31-35
Exod	39	24	they made	Exod 28:33
Exod	39	24	pomegranates	Gal 5:22
Exod	39	25	bells	Exod 28:33-34|Ps 89:15
Exod	39	25	the pomegranates	Song 4:13
Exod	39	26	pomegranate	Exod 28:34|Song 4:3,13|Song 6:7
Exod	39	26	hem	Deut 22:12|Matt 9:20
Exod	39	27	coats	Exod 28:39-42|Lev 8:13|Isa 61:10|Ezek 44:18|Rom 3:22|Rom 13:14|Gal 3:27|Phil 2:6-8|1 Pet 1:13
Exod	39	28	a mitre	Exod 28:4,39|Ezek 44:18
Exod	39	28	linen	Exod 28:42
Exod	39	29	a girdle	Exod 28:39
Exod	39	30	the plate	Exod 26:36|Exod 28:36-39|1 Cor 1:30|2 Cor 5:21|Heb 1:3|Heb 7:26
Exod	39	30	HOLINESS	Exod 28:36|Zech 14:20|Titus 2:14|Rev 5:10
Exod	39	32	all the	Exod 39:33,42|Exod 25:1-31|Exod 35:1-35|Lev 8:1-9|Num 3:25-26,31,36-37|Num 4:4-32
Exod	39	32	according	Exod 39:42-43|Exod 25:40|Exod 40:32|Deut 12:32|1 Sam 15:22|1 Chr 28:19|Matt 28:20|Heb 3:2|Heb 8:5
Exod	39	33	the tent	Exod 25:1-30|Exod 31:7-11|Exod 35:11-19|Exod 36:1-38
Exod	39	35	the mercy seat	Exod 25:17|Heb 9:5,8
Exod	39	36	the shewbread	Exod 25:30|1 Kgs 7:48
Exod	39	37	even with	Exod 27:21|Matt 5:14-16|Phil 2:15
Exod	39	38	sweet incense	Exod 25:6|Exod 30:7|Exod 31:11|Exod 35:8|Exod 37:29|2 Chr 2:4
Exod	39	39	The brasen altar, and his grate of brass, his staves, and all his vessels, the laver and his foot,	Exod 38:30|1 Kgs 8:64
Exod	39	41	cloths	Exod 39:1|Exod 31:10
Exod	39	41	the holy	Exod 28:2
Exod	39	42	according	Exod 39:32|Exod 23:21-22|Exod 25:1-31|Deut 12:32|Matt 28:20|2 Tim 2:15|2 Tim 4:7
Exod	39	42	made	Exod 35:10
Exod	39	43	did look	Exod 40:25|Gen 1:31|Ps 104:31
Exod	39	43	blessed them	Gen 14:19|Lev 9:22-23|Num 6:23-27|Josh 22:6|2 Sam 6:18|1 Kgs 8:14|1 Chr 16:2|2 Chr 6:3|2 Chr 30:27|Neh 11:2|Ps 19:11
Exod	40	2	the first month	Exod 40:17|Exod 12:1-2|Exod 13:4|Num 7:1
Exod	40	2	tabernacle	Exod 40:6,18-19|Exod 26:1,7,30|Exod 27:21|Exod 30:36|Exod 35:11|Exod 36:18
Exod	40	3	And thou shalt put therein the ark of the testimony, and cover the ark with the vail.	Exod 40:20-21|Exod 25:10,22|Exod 26:31,33-34|Exod 35:12|Exod 36:35-36|Exod 37:1-9|Lev 16:14|Num 4:5|Rev 11:19
Exod	40	4	the table	Exod 40:22,25|Exod 25:23-30|Exod 26:35-36|Exod 37:10-24
Exod	40	4	the things that, etc	Lev 24:5-6,8
Exod	40	4	the candlestick	Exod 40:24-25|Exod 25:31-39
Exod	40	5	the altar	Exod 40:26-27|Exod 30:1-5|Exod 35:25-28|Exod 37:25-28|John 14:6|Heb 9:24|Heb 10:19-22|1 John 2:1-2
Exod	40	5	put	Exod 40:28|Exod 26:36-37
Exod	40	6	And thou shalt set the altar of the burnt offering before the door of the tabernacle of the tent of the congregation.	Exod 40:29|Exod 27:1-8|Exod 38:1-7|Eph 1:6-7|Heb 13:10|1 John 2:2|1 John 4:9-10
Exod	40	7	And thou shalt set the laver between the tent of the congregation and the altar, and shalt put water therein.	Exod 40:30-32|Exod 30:18-21|Exod 38:8|Ps 26:6|Zech 13:1|Titus 3:5|Heb 10:22|1 John 1:7|Rev 1:5-6
Exod	40	8	the court	Exod 40:33|Exod 27:9-19|Exod 38:9-20|Matt 16:18|1 Cor 12:28|Eph 4:11-12
Exod	40	9	the anointing oil	Exod 30:23-33|Exod 37:29|Exod 39:39|Lev 8:10|Num 7:1|Ps 45:7|Isa 11:2|Isa 61:1|Matt 3:16|John 3:34|2 Cor 1:4,22|1 John 2:20
Exod	40	10	sanctify	Exod 29:36-37|Lev 8:11|Isa 11:2|Isa 61:1|John 3:34|John 17:19
Exod	40	10	most holy	Luke 1:35|1 Cor 1:30|2 Cor 5:21|Heb 7:26
Exod	40	12	And thou shalt bring Aaron and his sons unto the door of the tabernacle of the congregation, and wash them with water.	Exod 29:1-35|Lev 8:1-13|Lev 9:1-24|Isa 11:1-5|Isa 61:1-3|Matt 3:16|Luke 1:35|John 3:34|Rom 8:3|Gal 4:4
Exod	40	13	anoint him	Exod 28:41|Isa 61:1|John 3:34|John 17:19|Heb 10:10,29|1 John 2:20,27
Exod	40	14	And thou shalt bring his sons, and clothe them with coats:	Isa 44:3-5|Isa 61:10|John 1:16|Rom 8:30|Rom 13:14|1 Cor 1:9,30
Exod	40	15	everlasting	Exod 12:14|Exod 30:31,33|Num 25:13|Ps 110:4|Heb 5:1-14|Heb 7:3,7,17-24|Heb 8:1-10
Exod	40	16	according	Exod 40:17-32|Exod 23:21-22|Exod 39:42-43|Deut 4:1|Deut 12:32|Isa 8:20|Matt 28:20|1 Cor 4:2
Exod	40	17	the first month	Exod 40:1-2|Num 7:1|Num 9:1
Exod	40	18	reared	Exod 40:2|Exod 26:15-30|Exod 36:20-34|Lev 26:11|Ezek 37:27-28|John 1:14|Gal 4:4|1 Pet 1:5|Rev 21:3
Exod	40	18	and fastened	Isa 33:24|Matt 16:18|1 Tim 3:15
Exod	40	19	the tent	Exod 26:1-14|Exod 36:8-19
Exod	40	20	the testimony	Exod 16:34|Exod 25:16-21|Exod 31:18|Ps 40:8|Matt 3:15
Exod	40	20	mercy	Exod 40:3|Exod 37:6-9|Rom 3:25|Rom 10:4|Heb 4:16|Heb 10:19-21|1 John 2:2
Exod	40	21	he brought	Exod 40:3|Exod 26:33|Exod 35:12
Exod	40	21	and covered	Heb 10:19-20
Exod	40	22	he put	John 6:53-57|Eph 3:8
Exod	40	22	northward	Exod 40:24|Exod 26:35
Exod	40	23	And he set the bread in order upon it before the LORD; as the LORD had commanded Moses.	Exod 40:4|Exod 25:30|Matt 12:4|Heb 9:2
Exod	40	24	And he put the candlestick in the tent of the congregation, over against the table, on the side of the tabernacle southward.	Exod 25:31-35|Exod 37:17-24|Ps 119:105|John 1:1,5,9|John 8:12|Rev 1:20|Rev 2:5
Exod	40	25	And he lighted the lamps before the LORD; as the LORD commanded Moses.	Exod 40:4|Exod 25:37|Rev 4:5
Exod	40	26	And he put the golden altar in the tent of the congregation before the vail:	Exod 40:5|Exod 30:1-10|Matt 23:19|John 11:42|John 17:1-26|Heb 7:25|Heb 10:1|1 John 2:1
Exod	40	27	And he burnt sweet incense thereon; as the LORD commanded Moses.	Exod 30:7
Exod	40	28	And he set up the hanging at the door of the tabernacle.	Exod 40:5|Exod 26:36-37|Exod 38:9-19|John 14:6|John 10:9|Eph 2:18|Heb 10:19-20
Exod	40	29	the altar	Exod 40:6|Exod 27:1-8|Exod 38:1-7|Matt 23:19|Rom 3:24-26|Heb 9:12|Heb 13:5-6,10
